"ID_cat","code_cat","code_theme","field_cat","collab_num","gender_cat","border_cat","seek_num","code_quote"
"ID33","Collaboration Outcomes","Definition of Collaboration","social science",1,"M","border state",0,"You have to go back and talk to them, and convince them, persuade them that..."
"ID33","Institutional Successes","Institution-to-Institution","social science",1,"M","border state",0,"You have to go back and talk to them, and convince them, persuade them that..."
"ID33","Description of Funders","Presence of Funding","social science",1,"M","border state",0,"Which other organization? Any other organization from Mexico? I am thinking..."
"ID33","Institutional Successes","Institution-to-Institution","social science",1,"M","border state",0,"We convince Mexican universities, for example, to create a singular paralle..."
"ID33","Institutional Context","Institutional Context","social science",1,"M","border state",0,"That's our hope, because for ASU for example, this is an investment. They a..."
"ID33","Personal Relationships","Peer-to-Peer","social science",1,"M","border state",0,"Yeah, I mean, it's easier with Mexico because I am Mexican and because I kn..."
"ID33","Personal Relationships","Peer-to-Peer","social science",1,"M","border state",0,"So the selection of Mexico comes from your familiarity with the country?
Fr..."
"ID33","Research Interest","Academic Trajectory","social science",1,"M","border state",0,"So the selection of Mexico comes from your familiarity with the country?
Fr..."
"ID33","Institutional Successes","Institution-to-Institution","social science",1,"M","border state",0,"Actually, when I initiated this idea of the alliance, I was able to develop..."
"ID33","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"M","border state",0,"Actually, when I initiated this idea of the alliance, I was able to develop..."
"ID33","Personal Relationships","Peer-to-Peer","social science",1,"M","border state",0,"The language obviously. My knowledge of the Mexican institutional culture. ..."
"ID33","Institutional Context","Institutional Context","social science",1,"M","border state",0,"The language obviously. My knowledge of the Mexican institutional culture. ..."
"ID33","Cross-Cultural Understanding","Sociocultural and Political Context","social science",1,"M","border state",0,"Well, I think in my case, I mean you can have a bit individual, personal le..."
"ID33","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"M","border state",0,"Also, I think because ASU is three hours from the border and between is the..."
"ID33","Political/Legal Challenges","Challenges","social science",1,"M","border state",0,"So I believe that in the border, someone may think okay, because their curr..."
"ID33","Institutional Context","Institutional Context","social science",1,"M","border state",0,"In that note, how would you qualify, or how interested or supportive is you..."
"ID33","Institutional Successes","Institution-to-Institution","social science",1,"M","border state",0,"In that note, how would you qualify, or how interested or supportive is you..."
"ID33","Undergraduate Programs","Student Programs","social science",1,"M","border state",0,"Let's see. I think that we have to work more on that. I normally bring stud..."
"ID33","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"M","border state",0,"Let's see. I think that we have to work more on that. I normally bring stud..."
"ID33","Lack of Interest - USA","Challenges","social science",1,"M","border state",0,"Let's see. I think that we have to work more on that. I normally bring stud..."
"ID33","Lack of Interest - USA","Challenges","social science",1,"M","border state",0,"How about your academics? Are they interested in collaborating with Mexico?..."
"ID33","Institutional Context","Institutional Context","social science",1,"M","border state",0,"May I ask about your department chair? What is his or her perception, or th..."
"ID33","Institutional Successes","Institution-to-Institution","social science",1,"M","border state",0,"May I ask about your department chair? What is his or her perception, or th..."
"ID33","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"M","border state",0,"In ideal conditions, or if you had the power to change the institutional co..."
"ID33","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"M","border state",0,"So if I were to change something, I believe that my university will have to..."
"ID33","Institutional Successes","Institution-to-Institution","social science",1,"M","border state",0,"So if I were to change something, I believe that my university will have to..."
"ID33","Collaboration Examples","Definition of Collaboration","social science",1,"M","border state",0,"So if I were to change something, I believe that my university will have to..."
"ID33","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"M","border state",0,"For example, when I was trying to develop this alliance, the Arizona-Sonora..."
"ID33","Institutional Successes","Institution-to-Institution","social science",1,"M","border state",0,"I don't know. It's sort of complicated, but I mean, once you have gone thro..."
"ID33","Institutional Context","Institutional Context","social science",1,"M","border state",0,"For example, with my case, I had to learn a lot because I was not engaged i..."
"ID33","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"M","border state",0,"Could you be interested, or to what extent you could be interested, in part..."
"ID33","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"M","border state",0,"For example, this project that I was mentioning, the Arizona-Sonora Interun..."
"ID33","Collaboration Examples","Definition of Collaboration","social science",1,"M","border state",0,"For example, this project that I was mentioning, the Arizona-Sonora Interun..."
"ID33","Key Quote",NA,"social science",1,"M","border state",0,"there is a point in which you realize that what you do as an individual has..."
"ID33","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"M","border state",0,"Do you know, there is a point in which you realize that what you do as an i..."
"ID33","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"M","border state",0,"What will be the conditions? State your condition for you to-
Francisco:
As..."
"ID33","Description of Funders","Presence of Funding","social science",1,"M","border state",0,"But I will say that in general, faculty in the US is [inaudible] to collabo..."
"ID33","Research Interest","Academic Trajectory","social science",1,"M","border state",0,"But I will say that in general, faculty in the US is [inaudible] to collabo..."
"ID33","Research Interest","Academic Trajectory","social science",1,"M","border state",0,"There are so many things that really, really need to have this cross-border..."
"ID33","Research Interest","Academic Trajectory","social science",1,"M","border state",0,"I mean, it's really common. In this part of the US, it's really, really com..."
"ID33","Lack of Interest - USA","Challenges","social science",1,"M","border state",0,"I mean, it's really common. In this part of the US, it's really, really com..."
"ID33","Disciplinary Culture","Disciplinary","social science",1,"M","border state",0,"I mean, it's really common. In this part of the US, it's really, really com..."
"ID33","Research Interest","Academic Trajectory","social science",1,"M","border state",0,"No, it's a bit more ... I believe that it has been like a propeller of more..."
"ID33","Political/Legal Challenges","Challenges","social science",1,"M","border state",0,"No, it's a bit more ... I believe that it has been like a propeller of more..."
"ID33","Collaboration Examples","Definition of Collaboration","social science",1,"M","border state",0,"I've been involved, for example, in the creation of several networks, schol..."
"ID33","Prior Collaboration Experience","Academic Trajectory","social science",1,"M","border state",0,"I think that I am an initiator. I'm not a follower at all. Since I came to ..."
"ID33","Personal Relationships","Peer-to-Peer","social science",1,"M","border state",0,"I think that I am an initiator. I'm not a follower at all. Since I came to ..."
"ID33","Job Opportunity","Peer-to-Peer","social science",1,"M","border state",0,"That was crazy. I don't know why. I mean, I never thought that I was going ..."
"ID33","Job Opportunity","Peer-to-Peer","social science",1,"M","border state",0,"The Arizona State University created a program that is called the Southwest..."
"ID33","Institutional Context","Institutional Context","social science",1,"M","border state",0,"The Arizona State University created a program that is called the Southwest..."
"ID8","Institutional Context","Institutional Context","humanities",1,"M","not border state",1,"Well uh in breaststrokes Id say some of my most uh significant collaboratio..."
"ID8","Institutional Successes","Institution-to-Institution","humanities",1,"M","not border state",1,"in the latest years it has gone in that direction so that is one of the str..."
"ID8","Personal Relationships","Peer-to-Peer","humanities",1,"M","not border state",1,"On the other hand, there’s other um collaborations that I’ve had in the pas..."
"ID8","Advisor","Academic Trajectory","humanities",1,"M","not border state",1,"I uh came in contact with a professor of mine from college which uh from Me..."
"ID8","Disciplinary Culture","Disciplinary","humanities",1,"M","not border state",1,"Um well I think, it definitely does affect the the way the collaboration is..."
"ID8","Personality/Status Conflict","Peer-to-Peer","humanities",1,"M","not border state",1,"Uh but there are uh there is uh I believe an ongoing effort to reach out to..."
"ID8","Successful Funding","Presence of Funding","humanities",1,"M","not border state",1,"So well uh again, the major way that the United States of Theater Technolog..."
"ID8","Institutional Successes","Institution-to-Institution","humanities",1,"M","not border state",1,"Well as their proximity of course is big thing. Uh uh, the again thinking a..."
"ID8","Political/Legal Challenges","Challenges","humanities",1,"M","not border state",1,"But I think, there is uh, there is uh, there is an intention given this mom..."
"ID8","Political/Legal Challenges","Challenges","humanities",1,"M","not border state",1,"I believe so, I believe at least from the, again, because I’m in a very pri..."
"ID8","Political/Legal Challenges","Challenges","humanities",1,"M","not border state",1,"Uh on the other hand from the Mexican side of the institutions I know there..."
"ID8","Lack of Interest - Mexico","Challenges","humanities",1,"M","not border state",1,"Uh on the other hand from the Mexican side of the institutions I know there..."
"ID8","Personal Relationships","Peer-to-Peer","humanities",1,"M","not border state",1,"But I, I do have uh seen a lot of uh uh, lately I have seen a lot people co..."
"ID8","Institutional Context","Institutional Context","humanities",1,"M","not border state",1,"Right. Well particularity at the University of Richmond I don’t think that ..."
"ID8","Successful Funding","Presence of Funding","humanities",1,"M","not border state",1,"Right. Well particularity at the University of Richmond I don’t think that ..."
"ID8","Institutional Successes","Institution-to-Institution","humanities",1,"M","not border state",1,"Right. Well particularity at the University of Richmond I don’t think that ..."
"ID8","Funding Difficulties","Presence of Funding","humanities",1,"M","not border state",1,"But the funding support for the arts is not great in Mexico and I can say t..."
"ID8","Funding Difficulties","Presence of Funding","humanities",1,"M","not border state",1,"So again all of this embodied uh artists, some were funded some were not fu..."
"ID8","Institutional Successes","Institution-to-Institution","humanities",1,"M","not border state",1,"I’m wondering if these collaborations in your experiences or in your percep..."
"ID8","Successful Funding","Presence of Funding","humanities",1,"M","not border state",1,"I’m wondering if these collaborations in your experiences or in your percep..."
"ID8","Funding Difficulties","Presence of Funding","humanities",1,"M","not border state",1,"I’m wondering if these collaborations in your experiences or in your percep..."
"ID8","Funding Difficulties","Presence of Funding","humanities",1,"M","not border state",1,"Again, maybe because of the proximity which lends itself to simplify some o..."
"ID8","Successful Funding","Presence of Funding","humanities",1,"M","not border state",1,"Again, maybe because of the proximity which lends itself to simplify some o..."
"ID8","Institutional Context","Institutional Context","humanities",1,"M","not border state",1,"I find that, well again just speaking from my very own experiences and the ..."
"ID8","Institutional Challenges (Pre)","Sociocultural and Political Context","humanities",1,"M","not border state",1,"I find that, well again just speaking from my very own experiences and the ..."
"ID8","Disciplinary Culture","Disciplinary","humanities",1,"M","not border state",1,"I find that, well again just speaking from my very own experiences and the ..."
"ID8","Collaboration Examples","Definition of Collaboration","humanities",1,"M","not border state",1,"I find that, well again just speaking from my very own experiences and the ..."
"ID8","Key Quote",NA,"humanities",1,"M","not border state",1,"Yeah no that’s fine, I just think that this is something we mentioned befor..."
"ID8","Political/Legal Challenges","Challenges","humanities",1,"M","not border state",1,"Yeah no that’s fine, I just think that this is something we mentioned befor..."
"ID2","Disciplinary Culture","Disciplinary","science and engineering",1,"M","not border state",0,"Okay. Well, there are various avenues. Me myself disciplines their research..."
"ID2","Job Opportunity","Peer-to-Peer","science and engineering",1,"M","not border state",0,"Ok. Yes, so basically after my PhD and post-doc, I began working in Brazil ..."
"ID2","Institutional Successes","Institution-to-Institution","science and engineering",1,"M","not border state",0,"However, really 
developing a physical space in Northwest of Mexico and Sou..."
"ID2","Description of Funders","Presence of Funding","science and engineering",1,"M","not border state",0,"However, really 
developing a physical space in Northwest of Mexico and Sou..."
"ID2","Prior Collaboration Experience","Academic Trajectory","science and engineering",1,"M","not border state",0,"Oh okay. Yes, but not in a way I've done it. I did it backward. I started....."
"ID2","Research Interest","Academic Trajectory","science and engineering",1,"M","not border state",0,"Yeah. Well, yeah. For example, I studied one of the things that my colleagu..."
"ID2","Professional Experience","Academic Trajectory","science and engineering",1,"M","not border state",0,"Well, I...when I was doing my post-doc in California at Scripps UCSD...well..."
"ID2","Personal Relationships","Peer-to-Peer","science and engineering",1,"M","not border state",0,"Well, I...when I was doing my post-doc in California at Scripps UCSD...well..."
"ID2","Key Quote",NA,"science and engineering",1,"M","not border state",0,"So it's 
almost like a personal than scientific that kind of relationship t..."
"ID2","Family Situation","Background","science and engineering",1,"M","not border state",0,"Well, in Brazil I mean my wife is Mexican, and in Brazil neither of us 
hav..."
"ID2","Family Situation","Background","science and engineering",1,"M","not border state",0,"Yeah, you're right. If my wife haven't been from Mexico then I assumed we 
..."
"ID2","Lack of Interest - Mexico","Challenges","science and engineering",1,"M","not border state",0,"Well, I don't know. one of the problem and this is true to Latin America in..."
"ID2","Political/Legal Challenges","Challenges","science and engineering",1,"M","not border state",0,"Well, I don't know. one of the problem and this is true to Latin America in..."
"ID2","Cross-Cultural Understanding","Sociocultural and Political Context","science and engineering",1,"M","not border state",0,"No, it's not how science is done per say. It's the focus of what you do lik..."
"ID2","Institutional Context","Institutional Context","science and engineering",1,"M","not border state",0,"Well I mean obviously particularly the university, it's strange even though..."
"ID2","Personal Relationships","Peer-to-Peer","science and engineering",1,"M","not border state",0,"Well I mean obviously particularly the university, it's strange even though..."
"ID2","Personal Relationships","Peer-to-Peer","science and engineering",1,"M","not border state",0,"I would say I initiated them...but like I said the interest was there alrea..."
"ID2","Academic Meeting/Conference","Peer-to-Peer","science and engineering",1,"M","not border state",0,"I would say I initiated them...but like I said the interest was there alrea..."
"ID2","Lack of Interest - Mexico","Challenges","science and engineering",1,"M","not border state",0,"I have a lot of problem getting people in Mexico interested. It was contrad..."
"ID2","Personal Relationships","Peer-to-Peer","science and engineering",1,"M","not border state",0,"I have a lot of problem getting people in Mexico interested. It was contrad..."
"ID2","Institutional Challenges (Pre)","Sociocultural and Political Context","science and engineering",1,"M","not border state",0,"There are a lot. This probably takes a couple hours...I have...this is true..."
"ID2","Political/Legal Challenges","Challenges","science and engineering",1,"M","not border state",0,"There are a lot. This probably takes a couple hours...I have...this is true..."
"ID2","Institutional Challenges (Pre)","Sociocultural and Political Context","science and engineering",1,"M","not border state",0,"Individual. It was me. Basically me and my colleagues in U of A, and northe..."
"ID2","Lack of Interest - USA","Challenges","science and engineering",1,"M","not border state",0,"I would say normally they expressed the idea...I don't want to say it's 
ma..."
"ID2","Institutional Context","Institutional Context","science and engineering",1,"M","not border state",0,"I would say normally they expressed the idea...I don't want to say it's 
ma..."
"ID2","Lack of Interest - USA","Challenges","science and engineering",1,"M","not border state",0,"The US is just an entirely different system...you know in the US it's kind ..."
"ID2","Key Quote",NA,"science and engineering",1,"M","not border state",0,"The US is just an entirely different system...you know in the US it's kind ..."
"ID10","Institutional Context","Institutional Context","education",1,"M","border state",0,"Correct. I’m now my job, I’m retired after being there 26 years and for a l..."
"ID10","Personal Relationships","Peer-to-Peer","education",1,"M","border state",0,"Correct. I’m now my job, I’m retired after being there 26 years and for a l..."
"ID10","Collaboration Examples","Definition of Collaboration","education",1,"M","border state",0,"Yeah that’s right, it’s a project started by national lab and it’s working ..."
"ID10","Institutional Context","Institutional Context","education",1,"M","border state",0," don’t know if you are familiar of with the technology to then and so in or..."
"ID10","Undergraduate Programs","Student Programs","education",1,"M","border state",0," don’t know if you are familiar of with the technology to then and so in or..."
"ID10","Undergraduate Programs","Student Programs","education",1,"M","border state",0,"Ok so we are trying to do it by looking at a project see how we can avoid t..."
"ID10","Institutional Context","Institutional Context","education",1,"M","border state",0,"Ok so we are trying to do it by looking at a project see how we can avoid t..."
"ID10","Collaboration Examples","Definition of Collaboration","education",1,"M","border state",0,"An example of kind of a agenda we have at also, that we also have something..."
"ID10","Undergraduate Programs","Student Programs","education",1,"M","border state",0,"See, once is to students arrive to the university and they come from differ..."
"ID10","Institutional Context","Institutional Context","education",1,"M","border state",0,"Oh no! And the thing is uh for example one area of topics the area of educa..."
"ID10","Collaboration Examples","Definition of Collaboration","education",1,"M","border state",0,"Well here I can tell you the experience in usually the we typically you hav..."
"ID10","Collaboration Outcomes","Definition of Collaboration","education",1,"M","border state",0,"Well here I can tell you the experience in usually the we typically you hav..."
"ID10","Institutional Challenges (Pre)","Sociocultural and Political Context","education",1,"M","border state",0,"Well, I think if have a problem, if any is a problem ha, so if Mexico was a..."
"ID10","Political/Legal Challenges","Challenges","education",1,"M","border state",0,"Well, I think if have a problem, if any is a problem ha, so if Mexico was a..."
"ID10","Funding Difficulties","Presence of Funding","education",1,"M","border state",0,"Well, I think if have a problem, if any is a problem ha, so if Mexico was a..."
"ID10","Prior Collaboration Experience","Academic Trajectory","education",1,"M","border state",0,"Oh, I think that they could take place with many countries. What has happen..."
"ID10","Cross-Cultural Understanding","Sociocultural and Political Context","education",1,"M","border state",0,"Oh, I think that they could take place with many countries. What has happen..."
"ID10","Institutional Context","Institutional Context","education",1,"M","border state",0,"Ok. The answer to your question is not a random system. It’s nothing that o..."
"ID10","Political/Legal Challenges","Challenges","education",1,"M","border state",0,"Sure! Because of all the, our challenges right now is to find money from or..."
"ID10","Funding Difficulties","Presence of Funding","education",1,"M","border state",0,"Sure! Because of all the, our challenges right now is to find money from or..."
"ID10","Personality/Status Conflict","Peer-to-Peer","education",1,"M","border state",0,"Well, with the recommendation you have to talk, make the people aware why i..."
"ID10","Cross-Cultural Understanding","Sociocultural and Political Context","education",1,"M","border state",0,"Well, with the recommendation you have to talk, make the people aware why i..."
"ID10","Collaboration Examples","Definition of Collaboration","education",1,"M","border state",0,"I am going to give another example now, NAFTA. I was in NAFTA, I participat..."
"ID10","Personality/Status Conflict","Peer-to-Peer","education",1,"M","border state",0,"I am going to give another example now, NAFTA. I was in NAFTA, I participat..."
"ID10","Cross-Cultural Understanding","Sociocultural and Political Context","education",1,"M","border state",0,"o for the people, why we have to collaborate it is not any good without som..."
"ID10","Disciplinary Barriers","Disciplinary","education",1,"M","border state",0,"o for the people, why we have to collaborate it is not any good without som..."
"ID4","Collaboration Examples","Definition of Collaboration","biological science",1,"M","border state",1,"There are two parts. One is technical like whenever I have some technique a..."
"ID4","Research Interest","Academic Trajectory","biological science",1,"M","border state",1,"So with Mexico…in the last two years I have two. One is a funded grant thro..."
"ID4","Personal Relationships","Peer-to-Peer","biological science",1,"M","border state",1,"So with Mexico…in the last two years I have two. One is a funded grant thro..."
"ID4","Academic Meeting/Conference","Peer-to-Peer","biological science",1,"M","border state",1,"So with Mexico…in the last two years I have two. One is a funded grant thro..."
"ID4","Description of Funders","Presence of Funding","biological science",1,"M","border state",1,"So with Mexico…in the last two years I have two. One is a funded grant thro..."
"ID4","Research Interest","Academic Trajectory","biological science",1,"M","border state",1,"The fractional theoretical mind have been driven by these very young studen..."
"ID4","Disciplinary Culture","Disciplinary","biological science",1,"M","border state",1,"Is it very common path or typical of people in your discipline to engage in..."
"ID4","Disciplinary Barriers","Disciplinary","biological science",1,"M","border state",1,"Is it very common path or typical of people in your discipline to engage in..."
"ID4","Funding Difficulties","Presence of Funding","biological science",1,"M","border state",1,"Is it very common path or typical of people in your discipline to engage in..."
"ID4","Doctoral Research","Student Programs","biological science",1,"M","border state",1,"One is I am in San Antonio, and Mexico is very closed by. For whatever reas..."
"ID4","Personal Relationships","Peer-to-Peer","biological science",1,"M","border state",1,"One is I am in San Antonio, and Mexico is very closed by. For whatever reas..."
"ID4","Personal Relationships","Peer-to-Peer","biological science",1,"M","border state",1,"
Fidel
Yeah…the one in the De Cruz is over the phone, I didn’t know the per..."
"ID4","Successful Funding","Presence of Funding","biological science",1,"M","border state",1,"
Fidel
Yeah…the one in the De Cruz is over the phone, I didn’t know the per..."
"ID4","Funding Difficulties","Presence of Funding","biological science",1,"M","border state",1,"It’s difficult to say, but I can say that Mexican students are highly motiv..."
"ID4","Personal Relationships","Peer-to-Peer","biological science",1,"M","border state",1,"Well, I speak Spanish so that is important, reduce some barriers. The facil..."
"ID4","Cross-Cultural Understanding","Sociocultural and Political Context","biological science",1,"M","border state",1,"Well, I speak Spanish so that is important, reduce some barriers. The facil..."
"ID4","Institutional Failures (Post)","Institution-to-Institution","biological science",1,"M","border state",1,"I think…I have very little concerns right now. I thought I could do more of..."
"ID4","Personal Relationships","Peer-to-Peer","biological science",1,"M","border state",1,"Driven by us, the researchers...."
"ID4","Institutional Context","Institutional Context","biological science",1,"M","border state",1,"How interested and/or supportive is your institution/department/program in ..."
"ID4","Lack of Interest - USA","Challenges","biological science",1,"M","border state",1,"How interested and/or supportive is your institution/department/program in ..."
"ID4","Institutional Challenges (Pre)","Sociocultural and Political Context","biological science",1,"M","border state",1,"How interested and/or supportive is your institution/department/program in ..."
"ID4","Institutional Context","Institutional Context","biological science",1,"M","border state",1,"To what extent are students at your institution interested in pursuing proj..."
"ID4","Institutional Challenges (Pre)","Sociocultural and Political Context","biological science",1,"M","border state",1,"To what extent are students at your institution interested in pursuing proj..."
"ID4","Personality/Status Conflict","Peer-to-Peer","biological science",1,"M","border state",1,"I think there is more interested in just getting their own grants. My colle..."
"ID4","Disciplinary Culture","Disciplinary","biological science",1,"M","border state",1,"I think they have this thing as I mentioned in the Humanity side, but I don..."
"ID4","Undergraduate Programs","Student Programs","biological science",1,"M","border state",1,"I think if there were, more exchange programs promoted. The science allows ..."
"ID4","Institutional Challenges (Pre)","Sociocultural and Political Context","biological science",1,"M","border state",1,"I think if there were, more exchange programs promoted. The science allows ..."
"ID4","Institutional Context","Institutional Context","biological science",1,"M","border state",1,"I think if there were, more exchange programs promoted. The science allows ..."
"ID4","Institutional Challenges (Pre)","Sociocultural and Political Context","biological science",1,"M","border state",1,"Several years ago, they tried to have a collaboration with UNAM to move peo..."
"ID4","Institutional Context","Institutional Context","biological science",1,"M","border state",1,"Several years ago, they tried to have a collaboration with UNAM to move peo..."
"ID4","Funding Difficulties","Presence of Funding","biological science",1,"M","border state",1,"A continuation of the funding of Contact. The ??? (22:06) legislature meeti..."
"ID4","Political/Legal Challenges","Challenges","biological science",1,"M","border state",1,"A continuation of the funding of Contact. The ??? (22:06) legislature meeti..."
"ID4","Cross-Cultural Understanding","Sociocultural and Political Context","biological science",1,"M","border state",1,"On the Mexican side is the politics. They told me it’s impossible to work. ..."
"ID4","Undergraduate Programs","Student Programs","biological science",1,"M","border state",1,"On the Mexican side is the politics. They told me it’s impossible to work. ..."
"ID4","Successful Funding","Presence of Funding","biological science",1,"M","border state",1,"I think sometimes it’s easier to collaborate with Mexico because it’s very ..."
"ID4","Institutional Successes","Institution-to-Institution","biological science",1,"M","border state",1,"I think…like what I said in the beginning is closed and it’s easy to bring ..."
"ID4","Lack of Interest - Mexico","Challenges","biological science",1,"M","border state",1,"I think…other countries the way you talk about things is more open…it’s mor..."
"ID4","Cross-Cultural Understanding","Sociocultural and Political Context","biological science",1,"M","border state",1,"I think…other countries the way you talk about things is more open…it’s mor..."
"ID4","Funding Difficulties","Presence of Funding","biological science",1,"M","border state",1,"I think…other countries the way you talk about things is more open…it’s mor..."
"ID4","Description of Funders","Presence of Funding","biological science",1,"M","border state",1,"with NSF, there is this program calls CRCNS, Collaborative Research Computa..."
"ID4","Disciplinary Culture","Disciplinary","biological science",1,"M","border state",1,"with NSF, there is this program calls CRCNS, Collaborative Research Computa..."
"ID4","Disciplinary Culture","Disciplinary","biological science",1,"M","border state",1,"I don’t know, there are few computational neuroscience in Mexico. I think i..."
"ID4","Political/Legal Challenges","Challenges","biological science",1,"M","border state",1,"In the past, like two years ago, it didn’t matter. Right now, the uncertain..."
"ID4","Successful Funding","Presence of Funding","biological science",1,"M","border state",1,"I think that depend of what we get from the research. For example, if we fo..."
"ID4","Successful Funding","Presence of Funding","biological science",1,"M","border state",1,"Right. There will be applied for grants here. For example, the people in De..."
"ID4","Professional Experience","Academic Trajectory","biological science",1,"M","border state",1,"Personally, I am very motivated. There are some roadblocks ahead but Mexico..."
"ID4","Research Interest","Academic Trajectory","biological science",1,"M","border state",1,"Personally, I am very motivated. There are some roadblocks ahead but Mexico..."
"ID63","Collaboration Examples","Definition of Collaboration","science and engineering",1,"M","not border state",0,"Okay. I started working in Latin America because I was interested in, durin..."
"ID63","Collaboration Examples","Definition of Collaboration","science and engineering",1,"M","not border state",0,"Bolivia the same thing, and in Mexico, also started working with funding fr..."
"ID63","Funding Difficulties","Presence of Funding","science and engineering",1,"M","not border state",0,"Which is something that ... You have funding from NSF, that's only four yea..."
"ID63","Successful Funding","Presence of Funding","science and engineering",1,"M","not border state",0,"Which is something that ... You have funding from NSF, that's only four yea..."
"ID63","Key Quote",NA,"science and engineering",1,"M","not border state",0," I try to find people who have the scientific capacity and the institutiona..."
"ID63","Professional Experience","Academic Trajectory","science and engineering",1,"M","not border state",0,"That I have my own expertise, and my skills, and my own interests. If there..."
"ID63","Funding Difficulties","Presence of Funding","science and engineering",1,"M","not border state",0,"And when ... well, you know the situation in the United States. The funding..."
"ID63","Funding Difficulties","Presence of Funding","science and engineering",1,"M","not border state",0,"Yeah. It's sort of just like to develop something out of scratch. It's very..."
"ID63","Successful Funding","Presence of Funding","science and engineering",1,"M","not border state",0,"Yeah. It's sort of just like to develop something out of scratch. It's very..."
"ID63","Political/Legal Challenges","Challenges","science and engineering",1,"M","not border state",0,"But in the 90s, when Al Gore was Vice President, there was so much support ..."
"ID63","Academic Meeting/Conference","Peer-to-Peer","science and engineering",1,"M","not border state",0,"I follow two models. Back in the 90s when I started working in Bolivia and ..."
"ID63","Collaboration Examples","Definition of Collaboration","science and engineering",1,"M","not border state",0,"And I have had three people doing sabbaticals from major universities. They..."
"ID63","Cross-Cultural Understanding","Sociocultural and Political Context","science and engineering",1,"M","not border state",0,"Language is one of them, and also I love Latin America.
Roxana:
In the bloo..."
"ID63","Collaboration Examples","Definition of Collaboration","science and engineering",1,"M","not border state",0,"I'm interested in working on conservation, protected areas. Management of f..."
"ID63","Research Interest","Academic Trajectory","science and engineering",1,"M","not border state",0,"Of course that calls my attention because over the long term ... and the Ma..."
"ID63","Research Interest","Academic Trajectory","science and engineering",1,"M","not border state",0,"I'm interested in working on conservation, protected areas. Management of f..."
"ID63","Research Interest","Academic Trajectory","science and engineering",1,"M","not border state",0,"One of the places I've been working in Mexico is the Monarch butterfly rese..."
