"ID_cat","code_cat","ID_num","code_num","code_fam","field_cat","colab_num","gender_cat","woman_num","border_cat","seek_num","code_quote"
"ID33","Political/Legal Challenges",8,47,"Challenges","social science",1,"M",0,"border state",0,"So it's a lot of things that is really exciting, really interesting. Projects that can only be done when you work in collaboration with someone that is on the other side of the border line."
"ID33","Research Interest",8,51,"Academic Trajectory","social science",1,"M",0,"border state",0,"It's a mix of things. Obviously is your own academic interests, which I mean, I'm a border planner, and I'm really excited when someone come and ask me to engage in these projects. It's also the institutional context where you are that drives you to engage. For example, in ASU, there has been an effort to increase the opportunities for engagement in international research for professionals and students. So I see that as an opportunity for me to advance on my own interests.
Francisco:
It's also the fact that, in my case for example, I'm currently the President of the Association for Borderlands Studies, which is a large academic organization. So that also create space for me to engage in these collaborative projects.
Francisco:
So it's [inaudible 00:13:59], it's institutional. It's sometimes hard to differentiate one being from the other because sometimes you find yourself pushing for change in your own university, so the university can become more open to this type of collaboration. So I would say that is my impression with that as it is pushing me to create conditions within my own university to being more open to global cooperation in academic models."
"ID33","Academic Meeting/Conference",8,25,"Peer-to-Peer","social science",1,"M",0,"border state",0,"It's a mix of things. Obviously is your own academic interests, which I mean, I'm a border planner, and I'm really excited when someone come and ask me to engage in these projects. It's also the institutional context where you are that drives you to engage. For example, in ASU, there has been an effort to increase the opportunities for engagement in international research for professionals and students. So I see that as an opportunity for me to advance on my own interests.
Francisco:
It's also the fact that, in my case for example, I'm currently the President of the Association for Borderlands Studies, which is a large academic organization. So that also create space for me to engage in these collaborative projects.
Francisco:
So it's [inaudible 00:13:59], it's institutional. It's sometimes hard to differentiate one being from the other because sometimes you find yourself pushing for change in your own university, so the university can become more open to this type of collaboration. So I would say that is my impression with that as it is pushing me to create conditions within my own university to being more open to global cooperation in academic models."
"ID33","Institutional Context",8,38,"Institutional Context","social science",1,"M",0,"border state",0,"So it's [inaudible 00:13:59], it's institutional. It's sometimes hard to differentiate one being from the other because sometimes you find yourself pushing for change in your own university, so the university can become more open to this type of collaboration. So I would say that is my impression with that as it is pushing me to create conditions within my own university to being more open to global cooperation in academic models."
"ID33","Collaboration Examples",8,27,"Definition of Collaboration","social science",1,"M",0,"border state",0,"It depends on the project. For example, one thing I've been doing in the last four years is the creation of a theme that we called the Arizona-Sonora Interuniversity Alliance. What we are trying to do is to create a platform that facilitate collaboration across the border between US and Mexican universities in this part of the world. That's something that I initiated.
Francisco:
I remember myself going to University of Sonora, Colegio Sonora, CIAD and other higher education institutions in the area, knocking on the door of the Director of International Partnerships, going and knocking on the door of the director of the university, and telling them about the interests of my university and my school to develop a stronger connection with his or her university.
Francisco:
Sometimes people don't pay too much attention to you, but you have to insist. You have to be persistent and understand, as I said before, there is not, unless you attempt it, you will really attract the attention and then support of these people. You have to go back and talk to them, and convince them, persuade them that what you are pursuing is of their own benefit and on the benefit of your university. That you aren't doing this just because it is fun, but because there is a social impact that you want to produce as a result of this collaboration.
Francisco:
In this case for example, I initiated this in 2015. I was main director of a program that is called the Program for Transborder Communities, and I decided that the best way to make this program successful was developing these connections with Mexican universities. So that was the motivation and the way I did it. I went like a Babylonian [Spanish 00:17:18], knocking the door and trying to convince people that we were potentially a good partner for them.
Francisco:
We were competing with all the universities. I mean, ASU is pretty much active in collaboration with Mexico and globally, but in regard to Mexico, the University of Arizona, which is in Tucson, they have a stronger presence than us. So I was aware that I have to be as good as the University of Arizona in order to develop that presence in Mexico.
Francisco:
So this is a very large project. Since I started that we have signed some general collaboration agreements. We have had a couple of [inaudible] of universities meet and discuss the opportunities for exchange in research and education. It's a really big effort that I initiated in 19 ... in 2015, I'm sorry.
Francisco:
There are other things. There's smaller ones like, for example, a project in which I'm involved in the same region but in a smaller scale, because in order to see this in [inaudible] where basically I was just trying to replicate what I did with the alliance in that part of the world. I thought I could with some universities in Baja California, neighboring state, and initiate some small projects, nothing really big, in the area of [Hjel] and in Colombian development."
"ID33","Key Quote",8,42,NA,"social science",1,"M",0,"border state",0,"Sometimes people don't pay too much attention to you, but you have to insist. You have to be persistent and understand, as I said before, there is not, unless you attempt it, you will really attract the attention and then support of these people. You have to go back and talk to them, and convince them, persuade them that what you are pursuing is of their own benefit and on the benefit of your university. That you aren't doing this just because it is fun, but because there is a social impact that you want to produce as a result of this collaboration."
"ID33","Personal Relationships",8,45,"Peer-to-Peer","social science",1,"M",0,"border state",0,"Sometimes people don't pay too much attention to you, but you have to insist. You have to be persistent and understand, as I said before, there is not, unless you attempt it, you will really attract the attention and then support of these people. You have to go back and talk to them, and convince them, persuade them that what you are pursuing is of their own benefit and on the benefit of your university. That you aren't doing this just because it is fun, but because there is a social impact that you want to produce as a result of this collaboration."
"ID33","Institutional Context",8,38,"Institutional Context","social science",1,"M",0,"border state",0,"We were competing with all the universities. I mean, ASU is pretty much active in collaboration with Mexico and globally, but in regard to Mexico, the University of Arizona, which is in Tucson, they have a stronger presence than us. So I was aware that I have to be as good as the University of Arizona in order to develop that presence in Mexico."
"ID33","Institutional Challenges (Pre)",8,37,"Sociocultural and Political Context","social science",1,"M",0,"border state",0,"We were competing with all the universities. I mean, ASU is pretty much active in collaboration with Mexico and globally, but in regard to Mexico, the University of Arizona, which is in Tucson, they have a stronger presence than us. So I was aware that I have to be as good as the University of Arizona in order to develop that presence in Mexico."
"ID33","Collaboration Outcomes",8,28,"Definition of Collaboration","social science",1,"M",0,"border state",0,"You have to go back and talk to them, and convince them, persuade them that what you are pursuing is of their own benefit and on the benefit of your university. That you aren't doing this just because it is fun, but because there is a social impact that you want to produce as a result of this collaboration."
"ID33","Institutional Successes",8,40,"Institution-to-Institution","social science",1,"M",0,"border state",0,"You have to go back and talk to them, and convince them, persuade them that what you are pursuing is of their own benefit and on the benefit of your university. That you aren't doing this just because it is fun, but because there is a social impact that you want to produce as a result of this collaboration."
"ID33","Description of Funders",8,30,"Presence of Funding","social science",1,"M",0,"border state",0,"Which other organization? Any other organization from Mexico? I am thinking CONACYT, or Minister of Education for Mexico, or in the US, in that project that you are mentioning.
Francisco:
Well, in the alliance we are using local resources mostly. For example, ASU allocated some funding to support these efforts. While we are doing this through seed grants, through research seed grants. We are supporting projects that focus on issues of development pertaining to the Arizona ... the border region. We convince Mexican universities, for example, to create a singular parallel fund. So the University of Sonora, Colegio Sonora, and CIAD, and more recently Colegio from [Paranorque] and the University of Arizona, they decided to allocate some funding to support research from Mexico that want to do projects involving Arizona faculty. So we are not using CONACYT or NSF. Funding is just local resources.
Francisco:
Our hope is that once we demonstrate that the effort we are doing is productive, is impactful, CONACYT will say, ""Okay, here are some money you can use to keep promoting your idea."" That's our hope, because for ASU for example, this is an investment. They are seeing this as an initial investment. So the funding is going to be available for a year and a half, an extra year and a half, and after that we have to find a way to keep funding our activities.
Francisco:
In the case of the [inaudible] as I said, that is smaller, is a corporation, is a private corporation who is supporting the effort. The innovation study that I mentioned before, this is something that is being supported by the government of the state of Sonora. The parks and physical activity project, that has funding from CONACYT, but is small compared to-
Roxanna:
Compared to, yes.
Francisco:
... other things we are doing."
"ID33","Institutional Successes",8,40,"Institution-to-Institution","social science",1,"M",0,"border state",0,"We convince Mexican universities, for example, to create a singular parallel fund. So the University of Sonora, Colegio Sonora, and CIAD, and more recently Colegio from [Paranorque] and the University of Arizona, they decided to allocate some funding to support research from Mexico that want to do projects involving Arizona faculty. So we are not using CONACYT or NSF. Funding is just local resources."
"ID33","Institutional Context",8,38,"Institutional Context","social science",1,"M",0,"border state",0,"That's our hope, because for ASU for example, this is an investment. They are seeing this as an initial investment. So the funding is going to be available for a year and a half, an extra year and a half, and after that we have to find a way to keep funding our activities."
"ID33","Personal Relationships",8,45,"Peer-to-Peer","social science",1,"M",0,"border state",0,"Yeah, I mean, it's easier with Mexico because I am Mexican and because I know the region very well. I have these connections, but definitely I will be interested in doing something like this somewhere else."
"ID33","Personal Relationships",8,45,"Peer-to-Peer","social science",1,"M",0,"border state",0,"So the selection of Mexico comes from your familiarity with the country?
Francisco:
Yes, I was born here in Mexico. I always live in the border region. The reason I'm in ASU is because the work I did on the border. But I mean, as time passed and through other platforms, I think I'm now more interested and more well prepared to engage in collaboration with other countries, not only Mexico.
Francisco:
Actually, when I initiated this idea of the alliance, I was able to develop some agreements of collaboration with two universities on Europe, with Italy, with the University of Torino, and also with the University of Bergamo. We signed agreements of collaboration. We had some ideas about things that we wanted to do together, but it's a little bit harder. It's a little bit harder. It's easier for me to focus and [inaudible] accomplish here in the US-Mexico border."
"ID33","Research Interest",8,51,"Academic Trajectory","social science",1,"M",0,"border state",0,"So the selection of Mexico comes from your familiarity with the country?
Francisco:
Yes, I was born here in Mexico. I always live in the border region. The reason I'm in ASU is because the work I did on the border. But I mean, as time passed and through other platforms, I think I'm now more interested and more well prepared to engage in collaboration with other countries, not only Mexico.
Francisco:
Actually, when I initiated this idea of the alliance, I was able to develop some agreements of collaboration with two universities on Europe, with Italy, with the University of Torino, and also with the University of Bergamo. We signed agreements of collaboration. We had some ideas about things that we wanted to do together, but it's a little bit harder. It's a little bit harder. It's easier for me to focus and [inaudible] accomplish here in the US-Mexico border."
"ID33","Institutional Successes",8,40,"Institution-to-Institution","social science",1,"M",0,"border state",0,"Actually, when I initiated this idea of the alliance, I was able to develop some agreements of collaboration with two universities on Europe, with Italy, with the University of Torino, and also with the University of Bergamo. We signed agreements of collaboration. We had some ideas about things that we wanted to do together, but it's a little bit harder. It's a little bit harder. It's easier for me to focus and [inaudible] accomplish here in the US-Mexico border."
"ID33","Institutional Challenges (Pre)",8,37,"Sociocultural and Political Context","social science",1,"M",0,"border state",0,"Actually, when I initiated this idea of the alliance, I was able to develop some agreements of collaboration with two universities on Europe, with Italy, with the University of Torino, and also with the University of Bergamo. We signed agreements of collaboration. We had some ideas about things that we wanted to do together, but it's a little bit harder. It's a little bit harder. It's easier for me to focus and [inaudible] accomplish here in the US-Mexico border."
"ID33","Personal Relationships",8,45,"Peer-to-Peer","social science",1,"M",0,"border state",0,"The language obviously. My knowledge of the Mexican institutional culture. The fact that I used to work in Mexican universities. The proximity. I mean it's Tempe, where I work, is two hours and a half from the border. Then there is this idea that even when there is a border dividing Sonora and Arizona, they are part of the same region, the same states. So there is a strong identity that transcends the border, and that justify some of the efforts that we are supporting through this initiative. So it's a combination of things. As I said, it's the context, but also individual factor that explain what makes easy for me to engage in these type of areas.
Roxanna:
The other way around, what factors have impeded or making the collaboration a little bit harder?
Francisco:
Mm-hmm (affirmative).
Francisco:
Well, I think in my case, I mean you can have a bit individual, personal level and understanding of why this is important. That understanding can be the driver of your effort. Then if you really want to accomplish something, you have to convince people around you that what you are proposing is a good idea. ASU, that means sometimes it can be difficult. I mean, not everybody is aware of the relevance of collaboration for the development of the region, or the solution of many of the problems of the region in the Hjel environment, urban planning, or whatever, economic development.
Francisco:
Also, I think because ASU is three hours from the border and between is the University of Arizona, some people in my university will think, ""Okay, let's leave that to the University of Arizona. That's not our area to be involved. We have a less competitive position relative to the University of Arizona, so let's not waste our resources in something that is going to be harder for us to accomplish.""
Francisco:
So I believe that in the border, someone may think okay, because their current political environment, it might not be a good idea to try to do things with Mexico. But on the contrary, my opinion, that's an incentive. It's something that really push you to keep working with Mexico, because you understand how important it is to develop information and knowledge, and educate people, politician, policy makers about the importance of the relationship with Mexico for the US society and economy."
"ID33","Institutional Context",8,38,"Institutional Context","social science",1,"M",0,"border state",0,"The language obviously. My knowledge of the Mexican institutional culture. The fact that I used to work in Mexican universities. The proximity. I mean it's Tempe, where I work, is two hours and a half from the border. Then there is this idea that even when there is a border dividing Sonora and Arizona, they are part of the same region, the same states. So there is a strong identity that transcends the border, and that justify some of the efforts that we are supporting through this initiative. So it's a combination of things. As I said, it's the context, but also individual factor that explain what makes easy for me to engage in these type of areas.
Roxanna:
The other way around, what factors have impeded or making the collaboration a little bit harder?
Francisco:
Mm-hmm (affirmative).
Francisco:
Well, I think in my case, I mean you can have a bit individual, personal level and understanding of why this is important. That understanding can be the driver of your effort. Then if you really want to accomplish something, you have to convince people around you that what you are proposing is a good idea. ASU, that means sometimes it can be difficult. I mean, not everybody is aware of the relevance of collaboration for the development of the region, or the solution of many of the problems of the region in the Hjel environment, urban planning, or whatever, economic development.
Francisco:
Also, I think because ASU is three hours from the border and between is the University of Arizona, some people in my university will think, ""Okay, let's leave that to the University of Arizona. That's not our area to be involved. We have a less competitive position relative to the University of Arizona, so let's not waste our resources in something that is going to be harder for us to accomplish.""
Francisco:
So I believe that in the border, someone may think okay, because their current political environment, it might not be a good idea to try to do things with Mexico. But on the contrary, my opinion, that's an incentive. It's something that really push you to keep working with Mexico, because you understand how important it is to develop information and knowledge, and educate people, politician, policy makers about the importance of the relationship with Mexico for the US society and economy."
"ID33","Cross-Cultural Understanding",8,29,"Sociocultural and Political Context","social science",1,"M",0,"border state",0,"Well, I think in my case, I mean you can have a bit individual, personal level and understanding of why this is important. That understanding can be the driver of your effort. Then if you really want to accomplish something, you have to convince people around you that what you are proposing is a good idea. ASU, that means sometimes it can be difficult. I mean, not everybody is aware of the relevance of collaboration for the development of the region, or the solution of many of the problems of the region in the Hjel environment, urban planning, or whatever, economic development."
"ID33","Institutional Challenges (Pre)",8,37,"Sociocultural and Political Context","social science",1,"M",0,"border state",0,"Also, I think because ASU is three hours from the border and between is the University of Arizona, some people in my university will think, ""Okay, let's leave that to the University of Arizona. That's not our area to be involved. We have a less competitive position relative to the University of Arizona, so let's not waste our resources in something that is going to be harder for us to accomplish."""
"ID33","Political/Legal Challenges",8,47,"Challenges","social science",1,"M",0,"border state",0,"So I believe that in the border, someone may think okay, because their current political environment, it might not be a good idea to try to do things with Mexico. But on the contrary, my opinion, that's an incentive. It's something that really push you to keep working with Mexico, because you understand how important it is to develop information and knowledge, and educate people, politician, policy makers about the importance of the relationship with Mexico for the US society and economy."
"ID33","Institutional Context",8,38,"Institutional Context","social science",1,"M",0,"border state",0,"In that note, how would you qualify, or how interested or supportive is your institution concerning the US-Mexican collaboration?
Francisco:
I think it's growing. It's growing, I think, fast. It's not only as a result of my work. I have other colleagues with connections with the issues with Mexico and Latin America that have been also promoting the idea of a stronger connection with Mexico and Latin America.
Francisco:
My president, Michael Crow, is coming to Hermosillo, which is the capital city of the state of Sonora in January the 7th to meet with the governor and the [Spanish] in the public universities in the area. That's a very good sign. I'm hoping that that will really propel the work I'm doing through my program in the region. Then the university has an office that is promoting some initiative with Mexico. The [Garter] College is also really interested in connecting with Mexican universities.
Francisco:
So it's becoming more and more prominent, but we're still really behind, I mean, relative to other universities that I mentioned before. For me, the reference in terms of collaboration with Mexico in this part of the work is the University of Arizona in Tucson, they are doing very interesting things.
Roxanna:"
"ID33","Institutional Successes",8,40,"Institution-to-Institution","social science",1,"M",0,"border state",0,"In that note, how would you qualify, or how interested or supportive is your institution concerning the US-Mexican collaboration?
Francisco:
I think it's growing. It's growing, I think, fast. It's not only as a result of my work. I have other colleagues with connections with the issues with Mexico and Latin America that have been also promoting the idea of a stronger connection with Mexico and Latin America.
Francisco:
My president, Michael Crow, is coming to Hermosillo, which is the capital city of the state of Sonora in January the 7th to meet with the governor and the [Spanish] in the public universities in the area. That's a very good sign. I'm hoping that that will really propel the work I'm doing through my program in the region. Then the university has an office that is promoting some initiative with Mexico. The [Garter] College is also really interested in connecting with Mexican universities.
Francisco:
So it's becoming more and more prominent, but we're still really behind, I mean, relative to other universities that I mentioned before. For me, the reference in terms of collaboration with Mexico in this part of the work is the University of Arizona in Tucson, they are doing very interesting things.
Roxanna:"
"ID33","Undergraduate Programs",8,53,"Student Programs","social science",1,"M",0,"border state",0,"Let's see. I think that we have to work more on that. I normally bring students to Mexico with me. Every semester I have my class, I literally force my students to come to Mexico. I have noticed that some of them are really appreciative of the opportunity of learning this about Mexico, but some students feel a little bit just weird, struggle to accept the idea of coming to Mexico. One of the things that we normally face here, for example, in terms of a change, it's very easy for Mexican students to cross the border and spend a week or a semester, or even their full graduate studies in Arizona. But convincing American students to come and do the same in Mexican universities, that's really hard.
Francisco:
I hear, for example, from people in the University of Sonora, that they are not able to attract American students. They receive some students from Latin America, from Colombia, from Brazil, but rarely receive any students from the US. I guess it's a combination of things, but one very important factor is the concern about security in Mexico. I mean, the last time I was here with my students, at least three of them excused themselves from participating in the field trip to Mexico because their parents didn't give permission for them to travel with me to Mexico."
"ID33","Institutional Challenges (Pre)",8,37,"Sociocultural and Political Context","social science",1,"M",0,"border state",0,"Let's see. I think that we have to work more on that. I normally bring students to Mexico with me. Every semester I have my class, I literally force my students to come to Mexico. I have noticed that some of them are really appreciative of the opportunity of learning this about Mexico, but some students feel a little bit just weird, struggle to accept the idea of coming to Mexico. One of the things that we normally face here, for example, in terms of a change, it's very easy for Mexican students to cross the border and spend a week or a semester, or even their full graduate studies in Arizona. But convincing American students to come and do the same in Mexican universities, that's really hard.
Francisco:
I hear, for example, from people in the University of Sonora, that they are not able to attract American students. They receive some students from Latin America, from Colombia, from Brazil, but rarely receive any students from the US. I guess it's a combination of things, but one very important factor is the concern about security in Mexico. I mean, the last time I was here with my students, at least three of them excused themselves from participating in the field trip to Mexico because their parents didn't give permission for them to travel with me to Mexico."
"ID33","Lack of Interest - USA",8,44,"Challenges","social science",1,"M",0,"border state",0,"Let's see. I think that we have to work more on that. I normally bring students to Mexico with me. Every semester I have my class, I literally force my students to come to Mexico. I have noticed that some of them are really appreciative of the opportunity of learning this about Mexico, but some students feel a little bit just weird, struggle to accept the idea of coming to Mexico. One of the things that we normally face here, for example, in terms of a change, it's very easy for Mexican students to cross the border and spend a week or a semester, or even their full graduate studies in Arizona. But convincing American students to come and do the same in Mexican universities, that's really hard.
Francisco:
I hear, for example, from people in the University of Sonora, that they are not able to attract American students. They receive some students from Latin America, from Colombia, from Brazil, but rarely receive any students from the US. I guess it's a combination of things, but one very important factor is the concern about security in Mexico. I mean, the last time I was here with my students, at least three of them excused themselves from participating in the field trip to Mexico because their parents didn't give permission for them to travel with me to Mexico."
"ID33","Lack of Interest - USA",8,44,"Challenges","social science",1,"M",0,"border state",0,"How about your academics? Are they interested in collaborating with Mexico?
Francisco:
Yes, I think so. I think so. I mean, you have to give them information. You have to support them. For a lot of them the idea of collaborating with Mexican scholars is really, really attractive, but they are worried about the practicalities of language, the practicalities of how do you handle, for example, projects in Mexico administratively, or how do you manage, for example, funding in a bi-national setting. There are also concerns about security. Obviously they are less important than with the students."
"ID33","Institutional Context",8,38,"Institutional Context","social science",1,"M",0,"border state",0,"May I ask about your department chair? What is his or her perception, or their perception, concerning the collaboration between the US and Mexico? How supportive-
Francisco:
Yeah, I think they're supportive. They have been very supportive really. No complaint about that. My school is ... the Liberal School is the School of Transborder Studies. So the implication there is that we need to work across the border. So for us, collaborating with Mexican scholars, bringing students from Mexico to Arizona is really, really critical. So we're doing that all the time, and the dean of the college and the sheriff of my department, all of them have been very, very supportive of this."
"ID33","Institutional Successes",8,40,"Institution-to-Institution","social science",1,"M",0,"border state",0,"May I ask about your department chair? What is his or her perception, or their perception, concerning the collaboration between the US and Mexico? How supportive-
Francisco:
Yeah, I think they're supportive. They have been very supportive really. No complaint about that. My school is ... the Liberal School is the School of Transborder Studies. So the implication there is that we need to work across the border. So for us, collaborating with Mexican scholars, bringing students from Mexico to Arizona is really, really critical. So we're doing that all the time, and the dean of the college and the sheriff of my department, all of them have been very, very supportive of this."
"ID33","Institutional Challenges (Pre)",8,37,"Sociocultural and Political Context","social science",1,"M",0,"border state",0,"In ideal conditions, or if you had the power to change the institutional conditions, what would be those conditions that would strengthen your collaboration with Mexico, Mexican partners?
Francisco:
I mean, obviously to do what I do, you need time. When you have, for example, a full teaching role where you don't have administrative support, and you don't have funding for travel, and you don't have the administrative flexibility ... Flexibility is part. I mean, because you are [inaudible] and this is important, you are willing to sacrifice your time and even your professional funds to support these, but there is a limit to that."
"ID33","Institutional Challenges (Pre)",8,37,"Sociocultural and Political Context","social science",1,"M",0,"border state",0,"So if I were to change something, I believe that my university will have to create conditions and mechanisms to facilitate this type of work. That's what I'm trying to do through my program, the Program for Transborder Communities work, where I do develop a program because I have ... the possibility is to basically give some resources to faculty at ASU to meet with Mexican scholars. They don't need to do anything but meet and talk, and start developing ideas that can lead to join projects. That's essential. What we try to do is to tell them to make the connection.
Francisco:
Really, for example, just recently someone asked me, ""Oh, Francisco. I'm interested in working on the area of food sustainability. Do you know anyone in Mexico that is interested in those topics?"" So what I did was to contact my colleagues in Mexico, do a little bit of research, and then provide two or three names of potential collaborators. So that type of support is really, really essential, otherwise it's complicated for anyone to engage in collaboration."
"ID33","Institutional Successes",8,40,"Institution-to-Institution","social science",1,"M",0,"border state",0,"So if I were to change something, I believe that my university will have to create conditions and mechanisms to facilitate this type of work. That's what I'm trying to do through my program, the Program for Transborder Communities work, where I do develop a program because I have ... the possibility is to basically give some resources to faculty at ASU to meet with Mexican scholars. They don't need to do anything but meet and talk, and start developing ideas that can lead to join projects. That's essential. What we try to do is to tell them to make the connection.
Francisco:
Really, for example, just recently someone asked me, ""Oh, Francisco. I'm interested in working on the area of food sustainability. Do you know anyone in Mexico that is interested in those topics?"" So what I did was to contact my colleagues in Mexico, do a little bit of research, and then provide two or three names of potential collaborators. So that type of support is really, really essential, otherwise it's complicated for anyone to engage in collaboration."
"ID33","Collaboration Examples",8,27,"Definition of Collaboration","social science",1,"M",0,"border state",0,"So if I were to change something, I believe that my university will have to create conditions and mechanisms to facilitate this type of work. That's what I'm trying to do through my program, the Program for Transborder Communities work, where I do develop a program because I have ... the possibility is to basically give some resources to faculty at ASU to meet with Mexican scholars. They don't need to do anything but meet and talk, and start developing ideas that can lead to join projects. That's essential. What we try to do is to tell them to make the connection.
Francisco:
Really, for example, just recently someone asked me, ""Oh, Francisco. I'm interested in working on the area of food sustainability. Do you know anyone in Mexico that is interested in those topics?"" So what I did was to contact my colleagues in Mexico, do a little bit of research, and then provide two or three names of potential collaborators. So that type of support is really, really essential, otherwise it's complicated for anyone to engage in collaboration."
